trip_dayAndHour,trip_counts
08/07/2016 17,409
08/07/2016 18,367
08/07/2016 19,323
08/07/2016 20,232
08/07/2016 21,141
08/07/2016 22,123
08/07/2016 23,107
08/08/2016 00,26
08/08/2016 01,17
08/08/2016 02,16
08/08/2016 03,6
08/08/2016 04,4
08/08/2016 05,32
08/08/2016 06,161
08/08/2016 07,392
08/08/2016 08,697
08/08/2016 09,348
08/08/2016 10,231
08/08/2016 11,209
08/08/2016 12,251
08/08/2016 13,320
08/08/2016 14,265
08/08/2016 15,327
08/08/2016 16,519
08/08/2016 17,854
08/08/2016 18,672
08/08/2016 19,482
08/08/2016 20,333
08/08/2016 21,180
08/08/2016 22,87
08/08/2016 23,54
08/09/2016 00,15
08/09/2016 01,13
08/09/2016 02,7
08/09/2016 03,9
08/09/2016 04,5
08/09/2016 05,45
08/09/2016 06,175
08/09/2016 07,477
08/09/2016 08,742
08/09/2016 09,371
08/09/2016 10,251
08/09/2016 11,261
08/09/2016 12,325
08/09/2016 13,323
08/09/2016 14,299
08/09/2016 15,263
08/09/2016 16,551
08/09/2016 17,920
08/09/2016 18,679
08/09/2016 19,466
08/09/2016 20,262
08/09/2016 21,209
08/09/2016 22,186
08/09/2016 23,95
08/10/2016 00,38
08/10/2016 01,6
08/10/2016 02,9
08/10/2016 03,6
08/10/2016 04,4
08/10/2016 05,42
08/10/2016 06,177
08/10/2016 07,433
08/10/2016 08,729
08/10/2016 09,352
08/10/2016 10,112
08/10/2016 11,98
08/10/2016 12,64
08/10/2016 13,52
08/10/2016 14,142
08/10/2016 15,211
08/10/2016 16,421
08/10/2016 17,634
08/10/2016 18,376
08/10/2016 19,362
08/10/2016 20,225
08/10/2016 21,171
08/10/2016 22,131
08/10/2016 23,77
08/11/2016 00,37
08/11/2016 01,18
08/11/2016 02,5
08/11/2016 03,4
08/11/2016 04,11
08/11/2016 05,41
08/11/2016 06,170
08/11/2016 07,397
08/11/2016 08,633
08/11/2016 09,338
08/11/2016 10,207
08/11/2016 11,219
08/11/2016 12,219
08/11/2016 13,225
08/11/2016 14,232
08/11/2016 15,289
08/11/2016 16,477
08/11/2016 17,682
08/11/2016 18,543
08/11/2016 19,351
08/11/2016 20,243
08/11/2016 21,168
08/11/2016 22,149
08/11/2016 23,73
08/12/2016 00,60
08/12/2016 01,22
08/12/2016 02,23
08/12/2016 03,6
08/12/2016 04,3
08/12/2016 05,31
08/12/2016 06,133
08/12/2016 07,353
08/12/2016 08,537
08/12/2016 09,334
08/12/2016 10,168
08/12/2016 11,205
08/12/2016 12,261
08/12/2016 13,295
08/12/2016 14,265
08/12/2016 15,300
08/12/2016 16,348
08/12/2016 17,480
08/12/2016 18,338
08/12/2016 19,249
08/12/2016 20,208
08/12/2016 21,142
08/12/2016 22,118
08/12/2016 23,84
08/13/2016 00,73
08/13/2016 01,46
08/13/2016 02,39
08/13/2016 03,10
08/13/2016 04,9
08/13/2016 05,9
08/13/2016 06,23
08/13/2016 07,68
08/13/2016 08,127
08/13/2016 09,201
08/13/2016 10,255
08/13/2016 11,291
08/13/2016 12,325
08/13/2016 13,395
08/13/2016 14,432
08/13/2016 15,410
08/13/2016 16,436
08/13/2016 17,400
08/13/2016 18,322
08/13/2016 19,285
08/13/2016 20,186
08/13/2016 21,135
08/13/2016 22,93
08/13/2016 23,38
08/14/2016 00,20
08/14/2016 01,31
08/14/2016 02,12
08/14/2016 03,4
08/14/2016 04,3
08/14/2016 05,8
08/14/2016 06,27
08/14/2016 07,55
08/14/2016 08,100
08/14/2016 09,169
08/14/2016 10,248
08/14/2016 11,274
08/14/2016 12,296
08/14/2016 13,288
08/14/2016 14,272
08/14/2016 15,279
08/14/2016 16,306
08/14/2016 17,282
08/14/2016 18,278
08/14/2016 19,255
08/14/2016 20,195
08/14/2016 21,117
08/14/2016 22,96
08/14/2016 23,48
08/15/2016 00,22
08/15/2016 01,18
08/15/2016 02,14
08/15/2016 03,1
08/15/2016 04,8
08/15/2016 05,44
08/15/2016 06,172
08/15/2016 07,393
08/15/2016 08,616
08/15/2016 09,309
08/15/2016 10,199
08/15/2016 11,204
08/15/2016 12,270
08/15/2016 13,241
08/15/2016 14,217
08/15/2016 15,288
08/15/2016 16,512
08/15/2016 17,772
08/15/2016 18,530
08/15/2016 19,413
08/15/2016 20,227
08/15/2016 21,190
08/15/2016 22,95
08/15/2016 23,60
08/16/2016 00,23
08/16/2016 01,13
08/16/2016 02,4
08/16/2016 04,6
08/16/2016 05,47
08/16/2016 06,183
08/16/2016 07,496
08/16/2016 08,688
08/16/2016 09,340
08/16/2016 10,197
08/16/2016 11,219
08/16/2016 12,230
08/16/2016 13,250
08/16/2016 14,224
08/16/2016 15,269
08/16/2016 16,489
08/16/2016 17,758
08/16/2016 18,481
08/16/2016 19,378
08/16/2016 20,255
08/16/2016 21,149
08/16/2016 22,105
08/16/2016 23,57
08/17/2016 00,18
08/17/2016 01,9
08/17/2016 02,9
08/17/2016 03,2
08/17/2016 04,5
08/17/2016 05,45
08/17/2016 06,189
08/17/2016 07,452
08/17/2016 08,658
08/17/2016 09,337
08/17/2016 10,199
08/17/2016 11,195
08/17/2016 12,269
08/17/2016 13,249
08/17/2016 14,200
08/17/2016 15,288
08/17/2016 16,491
08/17/2016 17,791
08/17/2016 18,589
08/17/2016 19,393
08/17/2016 20,254
08/17/2016 21,191
08/17/2016 22,102
08/17/2016 23,48
08/18/2016 00,28
08/18/2016 01,11
08/18/2016 02,7
08/18/2016 03,6
08/18/2016 04,6
08/18/2016 05,34
08/18/2016 06,183
08/18/2016 07,441
08/18/2016 08,562
08/18/2016 09,347
08/18/2016 10,192
08/18/2016 11,221
08/18/2016 12,256
08/18/2016 13,265
08/18/2016 14,233
08/18/2016 15,287
08/18/2016 16,496
08/18/2016 17,764
08/18/2016 18,525
08/18/2016 19,374
08/18/2016 20,238
08/18/2016 21,187
08/18/2016 22,159
08/18/2016 23,85
08/19/2016 00,44
08/19/2016 01,29
08/19/2016 02,11
08/19/2016 03,3
08/19/2016 04,6
08/19/2016 05,36
08/19/2016 06,146
08/19/2016 07,390
08/19/2016 08,571
08/19/2016 09,389
08/19/2016 10,195
08/19/2016 11,251
08/19/2016 12,295
08/19/2016 13,333
08/19/2016 14,300
08/19/2016 15,391
08/19/2016 16,526
08/19/2016 17,652
08/19/2016 18,432
08/19/2016 19,349
08/19/2016 20,250
08/19/2016 21,178
08/19/2016 22,178
08/19/2016 23,98
08/20/2016 00,70
08/20/2016 01,63
08/20/2016 02,30
08/20/2016 03,6
08/20/2016 04,5
08/20/2016 05,12
08/20/2016 06,21
08/20/2016 07,53
08/20/2016 08,123
08/20/2016 09,184
08/20/2016 10,296
08/20/2016 11,348
08/20/2016 12,397
08/20/2016 13,381
08/20/2016 14,387
08/20/2016 15,466
08/20/2016 16,340
08/20/2016 17,365
08/20/2016 18,345
08/20/2016 19,319
08/20/2016 20,195
08/20/2016 21,163
08/20/2016 22,152
08/20/2016 23,90
08/21/2016 00,50
08/21/2016 01,69
08/21/2016 02,44
08/21/2016 03,23
08/21/2016 04,15
08/21/2016 05,9
08/21/2016 06,22
08/21/2016 07,43
08/21/2016 08,99
08/21/2016 09,206
08/21/2016 10,237
08/21/2016 11,300
08/21/2016 12,391
08/21/2016 13,387
08/21/2016 14,411
08/21/2016 15,426
08/21/2016 16,423
08/21/2016 17,376
08/21/2016 18,327
08/21/2016 19,247
08/21/2016 20,190
08/21/2016 21,115
08/21/2016 22,136
08/21/2016 23,44
08/22/2016 00,14
08/22/2016 01,4
08/22/2016 02,3
08/22/2016 03,2
08/22/2016 04,3
08/22/2016 05,17
08/22/2016 06,137
08/22/2016 07,364
08/22/2016 08,580
08/22/2016 09,332
08/22/2016 10,232
08/22/2016 11,217
08/22/2016 12,267
08/22/2016 13,266
08/22/2016 14,259
08/22/2016 15,294
08/22/2016 16,518
08/22/2016 17,817
08/22/2016 18,576
08/22/2016 19,385
08/22/2016 20,230
08/22/2016 21,161
08/22/2016 22,74
08/22/2016 23,41
08/23/2016 00,22
08/23/2016 01,10
08/23/2016 02,9
08/23/2016 03,6
08/23/2016 04,8
08/23/2016 05,46
08/23/2016 06,185
08/23/2016 07,460
08/23/2016 08,697
08/23/2016 09,300
08/23/2016 10,192
08/23/2016 11,232
08/23/2016 12,299
08/23/2016 13,255
08/23/2016 14,243
08/23/2016 15,333
08/23/2016 16,544
08/23/2016 17,818
08/23/2016 18,582
08/23/2016 19,405
08/23/2016 20,247
08/23/2016 21,175
08/23/2016 22,123
08/23/2016 23,66
08/24/2016 00,34
08/24/2016 01,10
08/24/2016 02,8
08/24/2016 03,7
08/24/2016 04,6
08/24/2016 05,41
08/24/2016 06,177
08/24/2016 07,470
08/24/2016 08,702
08/24/2016 09,337
08/24/2016 10,181
08/24/2016 11,213
08/24/2016 12,277
08/24/2016 13,241
08/24/2016 14,245
08/24/2016 15,306
08/24/2016 16,498
08/24/2016 17,788
08/24/2016 18,578
08/24/2016 19,407
08/24/2016 20,299
08/24/2016 21,168
08/24/2016 22,104
08/24/2016 23,59
08/25/2016 00,34
08/25/2016 01,17
08/25/2016 02,9
08/25/2016 03,7
08/25/2016 04,5
08/25/2016 05,40
08/25/2016 06,166
08/25/2016 07,431
08/25/2016 08,680
08/25/2016 09,321
08/25/2016 10,207
08/25/2016 11,236
08/25/2016 12,288
08/25/2016 13,248
08/25/2016 14,261
08/25/2016 15,304
08/25/2016 16,494
08/25/2016 17,739
08/25/2016 18,541
08/25/2016 19,357
08/25/2016 20,230
08/25/2016 21,179
08/25/2016 22,154
08/25/2016 23,68
08/26/2016 00,41
08/26/2016 01,23
08/26/2016 02,10
08/26/2016 03,2
08/26/2016 04,5
08/26/2016 05,30
08/26/2016 06,156
08/26/2016 07,349
08/26/2016 08,573
08/26/2016 09,350
08/26/2016 10,205
08/26/2016 11,226
08/26/2016 12,289
08/26/2016 13,253
08/26/2016 14,275
08/26/2016 15,318
08/26/2016 16,526
08/26/2016 17,617
08/26/2016 18,410
08/26/2016 19,277
08/26/2016 20,198
08/26/2016 21,175
08/26/2016 22,136
08/26/2016 23,118
08/27/2016 00,58
08/27/2016 01,40
08/27/2016 02,32
08/27/2016 03,9
08/27/2016 04,7
08/27/2016 05,9
08/27/2016 06,27
08/27/2016 07,72
08/27/2016 08,123
08/27/2016 09,200
08/27/2016 10,285
08/27/2016 11,295
08/27/2016 12,356
08/27/2016 13,344
08/27/2016 14,348
08/27/2016 15,297
08/27/2016 16,362
08/27/2016 17,360
08/27/2016 18,307
08/27/2016 19,264
08/27/2016 20,192
08/27/2016 21,139
08/27/2016 22,172
08/27/2016 23,126
08/28/2016 00,90
08/28/2016 01,64
08/28/2016 02,41
08/28/2016 03,9
08/28/2016 04,3
08/28/2016 05,8
08/28/2016 06,31
08/28/2016 07,68
08/28/2016 08,102
08/28/2016 09,186
08/28/2016 10,297
08/28/2016 11,332
08/28/2016 12,328
08/28/2016 13,379
08/28/2016 14,393
08/28/2016 15,373
08/28/2016 16,369
08/28/2016 17,355
08/28/2016 18,348
08/28/2016 19,331
08/28/2016 20,205
08/28/2016 21,124
08/28/2016 22,95
08/28/2016 23,89
08/29/2016 00,42
08/29/2016 01,17
08/29/2016 02,10
08/29/2016 03,3
08/29/2016 04,8
08/29/2016 05,27
08/29/2016 06,160
08/29/2016 07,442
08/29/2016 08,641
08/29/2016 09,317
08/29/2016 10,222
08/29/2016 11,227
08/29/2016 12,228
08/29/2016 13,274
08/29/2016 14,221
08/29/2016 15,302
08/29/2016 16,554
08/29/2016 17,851
08/29/2016 18,578
08/29/2016 19,328
08/29/2016 20,225
08/29/2016 21,166
08/29/2016 22,127
08/29/2016 23,60
08/30/2016 00,32
08/30/2016 01,26
08/30/2016 02,7
08/30/2016 03,5
08/30/2016 04,5
08/30/2016 05,38
08/30/2016 06,184
08/30/2016 07,506
08/30/2016 08,742
08/30/2016 09,335
08/30/2016 10,222
08/30/2016 11,235
08/30/2016 12,325
08/30/2016 13,252
08/30/2016 14,275
08/30/2016 15,330
08/30/2016 16,606
08/30/2016 17,824
08/30/2016 18,579
08/30/2016 19,389
08/30/2016 20,242
08/30/2016 21,187
08/30/2016 22,141
08/30/2016 23,73
08/31/2016 00,33
08/31/2016 01,21
08/31/2016 02,7
08/31/2016 03,5
08/31/2016 04,6
08/31/2016 05,37
08/31/2016 06,183
08/31/2016 07,421
08/31/2016 08,737
08/31/2016 09,354
08/31/2016 10,222
08/31/2016 11,254
08/31/2016 12,311
08/31/2016 13,284
08/31/2016 14,240
08/31/2016 15,307
08/31/2016 16,516
08/31/2016 17,818
08/31/2016 18,588
08/31/2016 19,381
08/31/2016 20,224
08/31/2016 21,161
08/31/2016 22,99
08/31/2016 23,67
09/01/2016 00,26
09/01/2016 01,18
09/01/2016 02,8
09/01/2016 03,2
09/01/2016 04,2
09/01/2016 05,38
09/01/2016 06,178
09/01/2016 07,407
09/01/2016 08,670
09/01/2016 09,243
09/01/2016 10,146
09/01/2016 11,202
09/01/2016 12,211
09/01/2016 13,234
09/01/2016 14,237
09/01/2016 15,286
09/01/2016 16,460
09/01/2016 17,701
09/01/2016 18,485
09/01/2016 19,342
09/01/2016 20,214
09/01/2016 21,157
09/01/2016 22,97
09/01/2016 23,57
09/02/2016 00,54
09/02/2016 01,29
09/02/2016 02,15
09/02/2016 03,6
09/02/2016 04,3
09/02/2016 05,23
09/02/2016 06,144
09/02/2016 07,323
09/02/2016 08,567
09/02/2016 09,317
09/02/2016 10,252
09/02/2016 11,293
09/02/2016 12,320
09/02/2016 13,382
09/02/2016 14,419
09/02/2016 15,442
09/02/2016 16,566
09/02/2016 17,574
09/02/2016 18,443
09/02/2016 19,260
09/02/2016 20,187
09/02/2016 21,141
09/02/2016 22,96
09/02/2016 23,74
09/03/2016 00,57
09/03/2016 01,43
09/03/2016 02,21
09/03/2016 03,11
09/03/2016 04,3
09/03/2016 05,5
09/03/2016 06,27
09/03/2016 07,52
09/03/2016 08,107
09/03/2016 09,156
09/03/2016 10,259
09/03/2016 11,323
09/03/2016 12,385
09/03/2016 13,399
09/03/2016 14,403
09/03/2016 15,433
09/03/2016 16,403
09/03/2016 17,446
09/03/2016 18,354
09/03/2016 19,310
09/03/2016 20,162
09/03/2016 21,179
09/03/2016 22,107
09/03/2016 23,89
09/04/2016 00,78
09/04/2016 01,67
09/04/2016 02,38
09/04/2016 03,13
09/04/2016 04,10
09/04/2016 05,15
09/04/2016 06,18
09/04/2016 07,49
09/04/2016 08,99
09/04/2016 09,175
09/04/2016 10,291
09/04/2016 11,408
09/04/2016 12,382
09/04/2016 13,475
09/04/2016 14,495
09/04/2016 15,467
09/04/2016 16,475
09/04/2016 17,450
09/04/2016 18,332
09/04/2016 19,267
09/04/2016 20,177
09/04/2016 21,150
09/04/2016 22,108
09/04/2016 23,80
09/05/2016 00,72
09/05/2016 01,42
09/05/2016 02,21
09/05/2016 03,7
09/05/2016 04,6
09/05/2016 05,14
09/05/2016 06,25
09/05/2016 07,35
09/05/2016 08,104
09/05/2016 09,164
09/05/2016 10,197
09/05/2016 11,279
09/05/2016 12,366
09/05/2016 13,364
09/05/2016 14,408
09/05/2016 15,383
09/05/2016 16,402
09/05/2016 17,306
09/05/2016 18,180
09/05/2016 19,177
09/05/2016 20,73
09/05/2016 21,47
09/05/2016 22,34
09/05/2016 23,13
09/06/2016 00,13
09/06/2016 01,8
09/06/2016 02,2
09/06/2016 03,3
09/06/2016 04,3
09/06/2016 05,17
09/06/2016 06,58
09/06/2016 07,119
09/06/2016 08,217
09/06/2016 09,185
09/06/2016 10,139
09/06/2016 11,172
09/06/2016 12,211
09/06/2016 13,241
09/06/2016 14,219
09/06/2016 15,285
09/06/2016 16,467
09/06/2016 17,714
09/06/2016 18,492
09/06/2016 19,297
09/06/2016 20,174
09/06/2016 21,121
09/06/2016 22,90
09/06/2016 23,54
09/07/2016 00,27
09/07/2016 01,5
09/07/2016 02,2
09/07/2016 03,2
09/07/2016 04,6
09/07/2016 05,38
09/07/2016 06,145
09/07/2016 07,311
09/07/2016 08,423
09/07/2016 09,287
09/07/2016 10,211
09/07/2016 11,203
09/07/2016 12,315
09/07/2016 13,223
09/07/2016 14,260
09/07/2016 15,302
09/07/2016 16,531
09/07/2016 17,794
09/07/2016 18,578
09/07/2016 19,392
09/07/2016 20,196
09/07/2016 21,127
09/07/2016 22,92
09/07/2016 23,59
09/08/2016 00,19
09/08/2016 01,4
09/08/2016 02,6
09/08/2016 03,2
09/08/2016 04,5
09/08/2016 05,39
09/08/2016 06,158
09/08/2016 07,488
09/08/2016 08,678
09/08/2016 09,342
09/08/2016 10,201
09/08/2016 11,216
09/08/2016 12,302
09/08/2016 13,283
09/08/2016 14,247
09/08/2016 15,318
09/08/2016 16,585
09/08/2016 17,809
09/08/2016 18,585
09/08/2016 19,377
09/08/2016 20,243
09/08/2016 21,162
09/08/2016 22,118
09/08/2016 23,70
09/09/2016 00,52
09/09/2016 01,27
09/09/2016 02,11
09/09/2016 03,9
09/09/2016 04,4
09/09/2016 05,49
09/09/2016 06,168
09/09/2016 07,409
09/09/2016 08,677
09/09/2016 09,374
09/09/2016 10,217
09/09/2016 11,257
09/09/2016 12,271
09/09/2016 13,300
09/09/2016 14,276
09/09/2016 15,332
09/09/2016 16,605
09/09/2016 17,687
09/09/2016 18,481
09/09/2016 19,366
09/09/2016 20,182
09/09/2016 21,185
09/09/2016 22,135
09/09/2016 23,124
09/10/2016 00,84
09/10/2016 01,53
09/10/2016 02,39
09/10/2016 03,12
09/10/2016 04,7
09/10/2016 05,3
09/10/2016 06,39
09/10/2016 07,83
09/10/2016 08,127
09/10/2016 09,244
09/10/2016 10,327
09/10/2016 11,433
09/10/2016 12,495
09/10/2016 13,381
09/10/2016 14,460
09/10/2016 15,507
09/10/2016 16,570
09/10/2016 17,517
09/10/2016 18,464
09/10/2016 19,395
09/10/2016 20,252
09/10/2016 21,206
09/10/2016 22,183
09/10/2016 23,114
09/11/2016 00,76
09/11/2016 01,62
09/11/2016 02,42
09/11/2016 03,27
09/11/2016 04,12
09/11/2016 05,14
09/11/2016 06,25
09/11/2016 07,46
09/11/2016 08,106
09/11/2016 09,202
09/11/2016 10,149
09/11/2016 11,238
09/11/2016 12,337
09/11/2016 13,341
09/11/2016 14,378
09/11/2016 15,410
09/11/2016 16,421
09/11/2016 17,394
09/11/2016 18,388
09/11/2016 19,311
09/11/2016 20,223
09/11/2016 21,131
09/11/2016 22,98
09/11/2016 23,63
09/12/2016 00,36
09/12/2016 01,14
09/12/2016 02,6
09/12/2016 03,2
09/12/2016 04,7
09/12/2016 05,34
09/12/2016 06,156
09/12/2016 07,501
09/12/2016 08,662
09/12/2016 09,402
09/12/2016 10,231
09/12/2016 11,221
09/12/2016 12,294
09/12/2016 13,301
09/12/2016 14,263
09/12/2016 15,341
09/12/2016 16,550
09/12/2016 17,830
09/12/2016 18,633
09/12/2016 19,369
09/12/2016 20,224
09/12/2016 21,152
09/12/2016 22,121
09/12/2016 23,59
09/13/2016 00,19
09/13/2016 01,10
09/13/2016 02,4
09/13/2016 03,1
09/13/2016 04,2
09/13/2016 05,39
09/13/2016 06,201
09/13/2016 07,529
09/13/2016 08,763
09/13/2016 09,399
09/13/2016 10,208
09/13/2016 11,288
09/13/2016 12,295
09/13/2016 13,319
09/13/2016 14,287
09/13/2016 15,350
09/13/2016 16,575
09/13/2016 17,862
09/13/2016 18,690
09/13/2016 19,408
09/13/2016 20,263
09/13/2016 21,166
09/13/2016 22,117
09/13/2016 23,75
09/14/2016 00,35
09/14/2016 01,12
09/14/2016 02,12
09/14/2016 03,4
09/14/2016 04,1
09/14/2016 05,37
09/14/2016 06,209
09/14/2016 07,505
09/14/2016 08,771
09/14/2016 09,384
09/14/2016 10,194
09/14/2016 11,240
09/14/2016 12,304
09/14/2016 13,314
09/14/2016 14,281
09/14/2016 15,277
09/14/2016 16,540
09/14/2016 17,788
09/14/2016 18,548
09/14/2016 19,362
09/14/2016 20,236
09/14/2016 21,173
09/14/2016 22,121
09/14/2016 23,62
09/15/2016 00,21
09/15/2016 01,21
09/15/2016 02,7
09/15/2016 03,2
09/15/2016 04,5
09/15/2016 05,31
09/15/2016 06,173
09/15/2016 07,519
09/15/2016 08,770
09/15/2016 09,356
09/15/2016 10,218
09/15/2016 11,277
09/15/2016 12,320
09/15/2016 13,320
09/15/2016 14,305
09/15/2016 15,362
09/15/2016 16,594
09/15/2016 17,844
09/15/2016 18,609
09/15/2016 19,395
09/15/2016 20,250
09/15/2016 21,180
09/15/2016 22,108
09/15/2016 23,98
09/16/2016 00,35
09/16/2016 01,18
09/16/2016 02,10
09/16/2016 03,1
09/16/2016 04,1
09/16/2016 05,29
09/16/2016 06,143
09/16/2016 07,423
09/16/2016 08,736
09/16/2016 09,353
09/16/2016 10,272
09/16/2016 11,272
09/16/2016 12,386
09/16/2016 13,371
09/16/2016 14,320
09/16/2016 15,401
09/16/2016 16,640
09/16/2016 17,749
09/16/2016 18,488
09/16/2016 19,336
09/16/2016 20,210
09/16/2016 21,141
09/16/2016 22,150
09/16/2016 23,85
09/17/2016 00,63
09/17/2016 01,58
09/17/2016 02,40
09/17/2016 03,11
09/17/2016 04,5
09/17/2016 05,12
09/17/2016 06,37
09/17/2016 07,64
09/17/2016 08,148
09/17/2016 09,227
09/17/2016 10,312
09/17/2016 11,360
09/17/2016 12,460
09/17/2016 13,494
09/17/2016 14,448
09/17/2016 15,438
09/17/2016 16,487
09/17/2016 17,495
09/17/2016 18,408
09/17/2016 19,247
09/17/2016 20,180
09/17/2016 21,177
09/17/2016 22,141
09/17/2016 23,89
09/18/2016 00,100
09/18/2016 01,95
09/18/2016 02,58
09/18/2016 03,11
09/18/2016 04,4
09/18/2016 05,12
09/18/2016 06,26
09/18/2016 07,48
09/18/2016 08,107
09/18/2016 09,204
09/18/2016 10,258
09/18/2016 11,323
09/18/2016 12,331
09/18/2016 13,308
09/18/2016 14,311
09/18/2016 15,342
09/18/2016 16,366
09/18/2016 17,348
09/18/2016 18,308
09/18/2016 19,213
09/18/2016 20,174
09/18/2016 21,137
09/18/2016 22,76
09/18/2016 23,58
09/19/2016 00,39
09/19/2016 01,19
09/19/2016 02,8
09/19/2016 03,2
09/19/2016 04,4
09/19/2016 05,37
09/19/2016 06,157
09/19/2016 07,396
09/19/2016 08,578
09/19/2016 09,95
09/19/2016 10,107
09/19/2016 11,88
09/19/2016 12,86
09/19/2016 13,66
09/19/2016 14,57
09/19/2016 15,107
09/19/2016 16,328
09/19/2016 17,590
09/19/2016 18,433
09/19/2016 19,299
09/19/2016 20,209
09/19/2016 21,143
09/19/2016 22,91
09/19/2016 23,55
09/20/2016 00,31
09/20/2016 01,9
09/20/2016 02,7
09/20/2016 03,2
09/20/2016 04,6
09/20/2016 05,51
09/20/2016 06,189
09/20/2016 07,443
09/20/2016 08,743
09/20/2016 09,381
09/20/2016 10,214
09/20/2016 11,219
09/20/2016 12,235
09/20/2016 13,258
09/20/2016 14,232
09/20/2016 15,330
09/20/2016 16,524
09/20/2016 17,810
09/20/2016 18,602
09/20/2016 19,398
09/20/2016 20,251
09/20/2016 21,184
09/20/2016 22,96
09/20/2016 23,59
09/21/2016 00,36
09/21/2016 01,23
09/21/2016 02,8
09/21/2016 03,6
09/21/2016 04,5
09/21/2016 05,46
09/21/2016 06,182
09/21/2016 07,485
09/21/2016 08,810
09/21/2016 09,359
09/21/2016 10,211
09/21/2016 11,212
09/21/2016 12,284
09/21/2016 13,276
09/21/2016 14,273
09/21/2016 15,331
09/21/2016 16,599
09/21/2016 17,833
09/21/2016 18,624
09/21/2016 19,406
09/21/2016 20,256
09/21/2016 21,186
09/21/2016 22,131
09/21/2016 23,77
09/22/2016 00,32
09/22/2016 01,16
09/22/2016 02,14
09/22/2016 04,6
09/22/2016 05,35
09/22/2016 06,183
09/22/2016 07,493
09/22/2016 08,759
09/22/2016 09,369
09/22/2016 10,241
09/22/2016 11,276
09/22/2016 12,296
09/22/2016 13,341
09/22/2016 14,270
09/22/2016 15,346
09/22/2016 16,558
09/22/2016 17,808
09/22/2016 18,600
09/22/2016 19,375
09/22/2016 20,256
09/22/2016 21,173
09/22/2016 22,122
09/22/2016 23,90
09/23/2016 00,43
09/23/2016 01,32
09/23/2016 02,9
09/23/2016 03,3
09/23/2016 04,5
09/23/2016 05,37
09/23/2016 06,160
09/23/2016 07,382
09/23/2016 08,712
09/23/2016 09,375
09/23/2016 10,269
09/23/2016 11,246
09/23/2016 12,307
09/23/2016 13,337
09/23/2016 14,332
09/23/2016 15,393
09/23/2016 16,579
09/23/2016 17,766
09/23/2016 18,479
09/23/2016 19,266
09/23/2016 20,180
09/23/2016 21,105
09/23/2016 22,58
09/23/2016 23,24
09/24/2016 00,31
09/24/2016 01,40
09/24/2016 02,29
09/24/2016 03,20
09/24/2016 04,3
09/24/2016 05,7
09/24/2016 06,28
09/24/2016 07,77
09/24/2016 08,131
09/24/2016 09,197
09/24/2016 10,273
09/24/2016 11,330
09/24/2016 12,386
09/24/2016 13,360
09/24/2016 14,432
09/24/2016 15,449
09/24/2016 16,404
09/24/2016 17,421
09/24/2016 18,320
09/24/2016 19,214
09/24/2016 20,196
09/24/2016 21,134
09/24/2016 22,133
09/24/2016 23,66
09/25/2016 00,66
09/25/2016 01,42
09/25/2016 02,43
09/25/2016 03,10
09/25/2016 04,5
09/25/2016 05,9
09/25/2016 06,21
09/25/2016 07,38
09/25/2016 08,90
09/25/2016 09,161
09/25/2016 10,255
09/25/2016 11,278
09/25/2016 12,379
09/25/2016 13,412
09/25/2016 14,377
09/25/2016 15,412
09/25/2016 16,385
09/25/2016 17,316
09/25/2016 18,300
09/25/2016 19,224
09/25/2016 20,196
09/25/2016 21,128
09/25/2016 22,66
09/25/2016 23,31
09/26/2016 00,22
09/26/2016 01,18
09/26/2016 02,10
09/26/2016 03,5
09/26/2016 04,7
09/26/2016 05,33
09/26/2016 06,146
09/26/2016 07,424
09/26/2016 08,640
09/26/2016 09,342
09/26/2016 10,190
09/26/2016 11,230
09/26/2016 12,262
09/26/2016 13,263
09/26/2016 14,278
09/26/2016 15,364
09/26/2016 16,544
09/26/2016 17,776
09/26/2016 18,533
09/26/2016 19,371
09/26/2016 20,249
09/26/2016 21,136
09/26/2016 22,102
09/26/2016 23,87
09/27/2016 00,34
09/27/2016 01,14
09/27/2016 02,4
09/27/2016 03,5
09/27/2016 04,6
09/27/2016 05,23
09/27/2016 06,29
09/27/2016 07,125
09/27/2016 08,301
09/27/2016 09,301
09/27/2016 10,227
09/27/2016 11,198
09/27/2016 12,265
09/27/2016 13,265
09/27/2016 14,235
09/27/2016 15,319
09/27/2016 16,523
09/27/2016 17,809
09/27/2016 18,587
09/27/2016 19,334
09/27/2016 20,235
09/27/2016 21,178
09/27/2016 22,104
09/27/2016 23,61
09/28/2016 00,28
09/28/2016 01,8
09/28/2016 02,6
09/28/2016 03,5
09/28/2016 04,3
09/28/2016 05,32
09/28/2016 06,173
09/28/2016 07,421
09/28/2016 08,629
09/28/2016 09,337
09/28/2016 10,190
09/28/2016 11,217
09/28/2016 12,231
09/28/2016 13,193
09/28/2016 14,216
09/28/2016 15,235
09/28/2016 16,392
09/28/2016 17,665
09/28/2016 18,486
09/28/2016 19,265
09/28/2016 20,203
09/28/2016 21,153
09/28/2016 22,86
09/28/2016 23,69
09/29/2016 00,35
09/29/2016 01,11
09/29/2016 02,1
09/29/2016 03,2
09/29/2016 04,2
09/29/2016 05,37
09/29/2016 06,156
09/29/2016 07,421
09/29/2016 08,676
09/29/2016 09,337
09/29/2016 10,200
09/29/2016 11,191
09/29/2016 12,267
09/29/2016 13,227
09/29/2016 14,220
09/29/2016 15,278
09/29/2016 16,482
09/29/2016 17,688
